City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Hualmay,PE,2021-01-11 01:40:55,-11.0964,-77.6139,69.69,84,98,9.26
295,Rodrigues Alves,BR,2021-01-11 01:40:55,-7.738,-72.6509,74.61,93,94,2.24
296,Bredasdorp,ZA,2021-01-11 01:40:55,-34.5322,20.0403,60.8,88,80,2.3
297,Saint-Pierre,RE,2021-01-11 01:40:55,-21.3393,55.4781,78.8,89,75,10.36
298,Ponta Do Sol,PT,2021-01-11 01:40:55,32.6667,-17.1,53.01,70,8,3.0
299,Lazaro Cardenas,MX,2021-01-11 01:40:56,17.9583,-102.2,74.44,78,77,3.4
300,Olafsvik,IS,2021-01-11 01:40:56,64.8945,-23.7142,25.97,89,0,18.9
301,Yulara,AU,2021-01-11 01:40:56,-25.2406,130.9889,93.2,17,62,9.22
302,Zacualtipan,MX,2021-01-11 01:40:56,20.65,-98.6,52.47,100,61,0.96
303,Kilindoni,TZ,2021-01-11 01:40:56,-7.9139,39.6668,81.43,80,100,20.2
304,Arman,RU,2021-01-11 01:40:57,59.7,150.1667,-4.4,81,100,11.25
305,Vladimiro-Aleksandrovskoye,RU,2021-01-11 01:40:57,42.8944,133.0778,9.59,78,0,4.52
306,Kyrylivka,UA,2021-01-11 01:40:57,46.3759,35.3675,32.63,92,100,7.16
307,Belaya Gora,RU,2021-01-11 01:40:57,68.5333,146.4167,-34.82,84,2,3.47
308,Juneau,US,2021-01-11 01:36:17,58.3019,-134.4197,42.8,81,90,18.41
309,Pevek,RU,2021-01-11 01:40:58,69.7008,170.3133,-26.75,87,100,3.49
310,Ishinomaki,JP,2021-01-11 01:40:58,38.4167,141.3,35.6,55,20,3.44
311,Teguise,ES,2021-01-11 01:40:58,29.0605,-13.564,59.0,63,0,12.66
312,Comodoro Rivadavia,AR,2021-01-11 01:40:59,-45.8667,-67.5,60.8,25,0,13.8
313,Omboue,GA,2021-01-11 01:40:59,-1.5746,9.2618,76.89,88,53,5.41
314,Eagle Pass,US,2021-01-11 01:36:30,28.7091,-100.4995,44.6,87,75,13.8
315,Vieux Fort,LC,2021-01-11 01:40:59,13.7167,-60.95,80.6,69,75,23.02
316,Vanimo,PG,2021-01-11 01:40:59,-2.6741,141.3028,84.06,72,100,3.27
317,Nuristan,AF,2021-01-11 01:40:59,35.3,70.8333,5.7,48,0,14.0
318,Bulgan,MN,2021-01-11 01:41:00,48.8125,103.5347,1.06,81,86,5.17
319,Narsaq,GL,2021-01-11 01:41:00,60.9167,-46.05,42.8,31,90,23.02
320,Bara,NG,2021-01-11 01:41:00,10.3744,10.7288,70.36,23,48,8.52
321,Metro,ID,2021-01-11 01:41:01,-5.1131,105.3067,79.59,83,100,9.48
322,Okhotsk,RU,2021-01-11 01:41:01,59.3833,143.3,-12.3,79,87,15.08
323,Bathsheba,BB,2021-01-11 01:41:01,13.2167,-59.5167,78.8,69,40,25.32
324,Saint George,US,2021-01-11 01:41:01,37.1041,-113.5841,46.4,31,1,2.73
325,Kikwit,CD,2021-01-11 01:41:01,-5.041,18.8162,70.52,93,99,1.59
326,Takaka,NZ,2021-01-11 01:36:40,-40.85,172.8,68.74,54,5,7.34
327,Bakchar,RU,2021-01-11 01:41:02,57.0186,82.0711,-19.34,88,100,4.81
328,Sur,OM,2021-01-11 01:41:02,22.5667,59.5289,64.58,46,0,11.14
329,Two Rivers,US,2021-01-11 01:41:02,44.1539,-87.5693,21.2,93,90,10.36
330,Lavrentiya,RU,2021-01-11 01:41:03,65.5833,-171.0,-14.57,83,100,12.44
331,Gobabis,NA,2021-01-11 01:41:03,-22.45,18.9667,66.13,92,100,11.41
332,Morondava,MG,2021-01-11 01:41:03,-20.2833,44.2833,78.26,84,77,6.49
333,Gornopravdinsk,RU,2021-01-11 01:41:03,60.05,69.9,-21.77,87,89,5.97
334,Birnin Kebbi,NG,2021-01-11 01:41:03,12.4539,4.1975,71.4,21,0,8.86
335,General Roca,AR,2021-01-11 01:41:04,-39.0333,-67.5833,71.6,40,0,11.5
336,Palmer,US,2021-01-11 01:41:04,42.1584,-72.3287,27.0,80,75,1.25
337,Santa Maria,BR,2021-01-11 01:41:04,-29.6842,-53.8069,81.18,62,0,6.85
338,Ulaanbaatar,MN,2021-01-11 01:41:05,47.9077,106.8832,-20.2,69,40,2.24
339,Alice Springs,AU,2021-01-11 01:40:28,-23.7,133.8833,89.6,31,0,12.66
340,Kavaratti,IN,2021-01-11 01:41:05,10.5669,72.642,82.09,73,52,4.0
341,Pimenteiras,BR,2021-01-11 01:41:05,-6.2453,-41.4192,71.51,88,100,2.13
342,Inhambane,MZ,2021-01-11 01:38:39,-23.865,35.3833,77.5,82,45,9.04
343,Troitsko-Pechorsk,RU,2021-01-11 01:41:06,62.7084,56.1964,-14.49,86,0,4.41
344,Darhan,MN,2021-01-11 01:41:06,49.4867,105.9228,-4.05,85,100,6.8
345,Morozovsk,RU,2021-01-11 01:41:06,48.3539,41.8261,28.24,94,9,10.09
346,Aberdeen,GB,2021-01-11 01:41:07,57.1437,-2.0981,41.0,87,100,10.36
347,Simao,CN,2021-01-11 01:41:07,22.7886,100.9748,50.61,86,85,3.83
348,Manavalakurichi,IN,2021-01-11 01:41:07,8.1333,77.3,78.8,89,75,5.64
349,Linxia,CN,2021-01-11 01:41:07,35.6003,103.2064,12.0,77,0,1.43
350,Mahebourg,MU,2021-01-11 01:41:07,-20.4081,57.7,78.8,94,75,4.61
351,Roma,US,2021-01-11 01:41:08,43.2128,-75.4557,28.0,80,90,1.57
352,Neepawa,CA,2021-01-11 01:41:08,50.2289,-99.4664,28.4,93,90,12.66
353,Shahr-E Babak,IR,2021-01-11 01:41:08,30.1165,55.1186,32.54,68,0,0.87
354,Zhigansk,RU,2021-01-11 01:41:08,66.7697,123.3711,-36.45,83,100,7.0
355,Lakes Entrance,AU,2021-01-11 01:41:09,-37.8811,147.981,100.0,22,3,1.99
356,Vao,NC,2021-01-11 01:41:09,-22.6667,167.4833,77.81,89,100,14.67
357,Yumen,CN,2021-01-11 01:41:09,40.2833,97.2,17.1,65,100,31.92
358,Barra Do Bugres,BR,2021-01-11 01:41:09,-15.0725,-57.1811,74.25,91,100,3.71
359,Baruun-Urt,MN,2021-01-11 01:41:09,46.6806,113.2792,-9.8,85,0,9.64
360,Vila Franca Do Campo,PT,2021-01-11 01:41:10,37.7167,-25.4333,55.4,94,75,9.22
361,Bardiyah,LY,2021-01-11 01:41:10,31.7561,25.0865,66.85,48,3,8.46
362,Chicama,PE,2021-01-11 01:41:10,-7.8447,-79.1469,70.83,77,26,6.87
363,Coahuayana,MX,2021-01-11 01:41:10,18.7333,-103.6833,71.6,73,40,0.18
364,Bairiki,KI,2021-01-11 01:41:10,1.3292,172.9752,86.0,70,40,12.66
365,Suslovo,RU,2021-01-11 01:41:11,56.2167,88.1167,-3.01,93,98,4.47
366,Laguna,US,2021-01-11 01:41:11,38.421,-121.4238,53.01,76,90,6.91
367,Lekoni,GA,2021-01-11 01:41:11,-1.5843,14.2591,73.09,83,99,6.44
368,Mariental,NA,2021-01-11 01:41:11,-24.6333,17.9667,70.56,79,100,10.11
369,Tateyama,JP,2021-01-11 01:41:12,34.9833,139.8667,42.01,36,100,5.01
370,Severo-Kurilsk,RU,2021-01-11 01:41:12,50.6789,156.125,20.98,88,97,19.48
371,Jumla,NP,2021-01-11 01:41:12,29.2747,82.1838,38.59,42,46,4.52
372,El Alto,PE,2021-01-11 01:41:12,-4.2714,-81.2147,68.41,85,12,16.53
373,Cabadiangan,PH,2021-01-11 01:41:12,9.7531,122.4739,84.52,70,2,17.47
374,San Pedro,PH,2021-01-11 01:41:13,14.35,121.0167,81.0,69,40,6.91
375,Abay,KZ,2021-01-11 01:41:13,49.6311,72.8539,10.4,61,0,8.95
376,Poplar Bluff,US,2021-01-11 01:41:13,36.757,-90.3929,32.0,69,90,5.75
377,Voh,NC,2021-01-11 01:41:13,-20.9667,164.7,86.56,74,96,5.39
378,Kokopo,PG,2021-01-11 01:41:14,-4.352,152.2633,84.18,70,71,6.33
379,Aykhal,RU,2021-01-11 01:41:14,66.0,111.5,-36.89,80,28,3.24
380,Bamenda,CM,2021-01-11 01:41:14,5.9527,10.1582,61.83,59,7,0.96
381,Boda,CF,2021-01-11 01:41:14,4.3189,17.4695,70.79,61,22,1.63
382,Grootfontein,NA,2021-01-11 01:41:14,-19.5667,18.1167,68.0,88,100,3.44
383,Urrao,CO,2021-01-11 01:41:15,6.3152,-76.1342,55.99,96,95,1.99
384,Pozoblanco,ES,2021-01-11 01:41:15,38.3791,-4.8483,33.8,93,0,4.61
385,Agirish,RU,2021-01-11 01:41:15,61.9247,63.0231,-25.15,86,57,6.29
386,Lufilufi,WS,2021-01-11 01:41:15,-13.8745,-171.5986,78.8,94,90,13.8
387,Astoria,US,2021-01-11 01:40:02,46.1879,-123.8313,48.99,87,40,8.66
388,Kenai,US,2021-01-11 01:41:16,60.5544,-151.2583,35.01,64,1,18.41
389,Toora-Khem,RU,2021-01-11 01:41:16,52.4675,96.11,0.21,90,100,2.89
390,Shimoda,JP,2021-01-11 01:41:16,34.6667,138.95,44.6,53,75,14.97
391,Sarankhola,BD,2021-01-11 01:41:16,22.3082,89.7897,73.45,63,100,4.05
392,Sabancuy,MX,2021-01-11 01:41:17,18.9667,-91.1833,72.18,73,27,3.89
393,Mayumba,GA,2021-01-11 01:41:17,-3.432,10.6554,77.85,87,100,6.76
394,College,US,2021-01-11 01:41:17,64.8569,-147.8028,21.2,79,75,4.61
395,Ginir,ET,2021-01-11 01:41:17,7.1333,40.7,58.17,47,84,2.77
396,Ozernovskiy,RU,2021-01-11 01:41:17,51.5,156.5167,19.8,93,100,26.49
397,Cabo San Lucas,MX,2021-01-11 01:41:18,22.8909,-109.9124,68.0,73,1,9.22
398,Westport,US,2021-01-11 01:38:47,41.1415,-73.3579,32.0,55,1,3.44
399,Bucerias,MX,2021-01-11 01:41:18,20.75,-105.3333,69.8,83,1,6.91
400,Lata,PT,2021-01-11 01:41:18,40.1629,-8.3327,44.01,69,0,4.61
401,Sao Jose Da Coroa Grande,BR,2021-01-11 01:41:18,-8.8978,-35.1478,78.15,79,100,9.6
402,Llanes,ES,2021-01-11 01:41:19,43.4198,-4.7549,43.0,93,98,1.01
403,Porto Novo,BJ,2021-01-11 01:41:19,6.4965,2.6036,80.6,94,40,10.36
404,Plastun,RU,2021-01-11 01:41:19,44.7561,136.2939,8.38,75,0,7.9
405,Nouakchott,MR,2021-01-11 01:41:19,18.0858,-15.9785,62.6,25,53,13.8
406,Beyneu,KZ,2021-01-11 01:41:20,45.3167,55.2,28.89,91,54,7.52
407,Omsukchan,RU,2021-01-11 01:41:20,62.5333,155.8,-27.94,82,57,4.52
408,San Quintin,MX,2021-01-11 01:41:20,30.4833,-115.95,60.15,59,3,7.56
409,San Patricio,US,2021-01-11 01:41:20,28.017,-97.5169,39.2,93,90,25.32
410,Musiri,IN,2021-01-11 01:41:21,10.9333,78.45,75.2,94,75,6.91
411,Melfi,IT,2021-01-11 01:41:21,40.9965,15.6514,48.99,93,75,21.85
412,Half Moon Bay,US,2021-01-11 01:41:21,37.4636,-122.4286,55.4,87,75,4.74
413,Oktyabrskoye,RU,2021-01-11 01:41:22,43.0645,44.7417,33.8,100,100,2.24
414,Sambava,MG,2021-01-11 01:41:22,-14.2667,50.1667,74.61,88,46,3.69
415,Morrisburg,CA,2021-01-11 01:38:15,44.9001,-75.1826,25.0,86,90,10.36
416,Nhulunbuy,AU,2021-01-11 01:41:22,-12.2333,136.7667,87.8,70,75,8.05
417,San Juan De La Maguana,DO,2021-01-11 01:41:22,18.8059,-71.2299,69.15,79,94,0.69
418,Krasnoarmeysk,RU,2021-01-11 01:41:23,51.0239,45.6969,14.95,96,66,11.41
419,Zanesville,US,2021-01-11 01:41:23,39.9404,-82.0132,34.0,74,1,0.78
420,Beira,MZ,2021-01-11 01:41:23,-19.8436,34.8389,82.4,83,75,8.05
421,Natalinsk,RU,2021-01-11 01:41:23,56.4739,57.8698,-2.58,91,100,15.66
422,Chato,TZ,2021-01-11 01:41:23,-2.6378,31.7669,64.9,90,96,3.36
423,Pitea,SE,2021-01-11 01:41:24,65.3172,21.4794,28.4,100,90,16.11
424,Siilinjarvi,FI,2021-01-11 01:41:24,63.0833,27.6667,10.4,85,100,9.22
425,Kupang,ID,2021-01-11 01:41:24,-10.1667,123.5833,84.2,84,20,2.3
426,Mackay,AU,2021-01-11 01:41:24,-21.15,149.2,78.01,94,90,17.27
427,Inongo,CD,2021-01-11 01:41:25,-1.95,18.2667,73.99,82,90,2.62
428,San Jose,US,2021-01-11 01:39:39,37.3394,-121.895,57.2,54,75,9.22
429,Minab,IR,2021-01-11 01:41:25,27.1467,57.0801,42.8,22,0,4.61
430,Uglich,RU,2021-01-11 01:41:25,57.5275,38.3317,2.64,94,80,3.0
431,Aklavik,CA,2021-01-11 01:38:25,68.2191,-135.0107,8.6,85,100,11.45
432,Flinders,AU,2021-01-11 01:41:26,-34.5833,150.8552,82.99,59,4,4.0
433,Havoysund,NO,2021-01-11 01:41:26,70.9963,24.6622,15.8,67,75,8.05
434,Ulladulla,AU,2021-01-11 01:41:26,-35.35,150.4667,82.4,44,0,6.91
435,San Lazaro,BZ,2021-01-11 01:41:26,18.0387,-88.6622,67.66,93,58,4.38
436,Colares,PT,2021-01-11 01:41:26,38.7992,-9.4469,44.01,61,0,11.43
437,Khash,IR,2021-01-11 01:41:27,28.2211,61.2158,31.68,53,0,4.63
438,Lyubim,RU,2021-01-11 01:41:27,58.3625,40.6843,0.88,93,96,5.21
439,Ambunti,PG,2021-01-11 01:41:27,-4.2365,142.8448,88.03,67,100,2.3
440,Tromso,NO,2021-01-11 01:41:27,69.6496,18.957,24.8,58,75,18.41
441,Wanning,CN,2021-01-11 01:41:27,18.8003,110.3967,54.88,78,100,19.91
442,Abu Zabad,SD,2021-01-11 01:41:28,12.35,29.25,63.43,26,0,13.73
443,Batticaloa,LK,2021-01-11 01:41:28,7.7102,81.6924,75.69,94,100,2.8
444,Rio Brilhante,BR,2021-01-11 01:41:28,-21.8019,-54.5464,72.82,90,48,4.14
445,Camacupa,AO,2021-01-11 01:41:28,-12.0167,17.4833,59.63,94,100,3.13
446,Kota Belud,MY,2021-01-11 01:41:28,6.351,116.4305,80.6,89,20,4.61
447,Husavik,IS,2021-01-11 01:41:29,66.0449,-17.3389,17.6,73,90,5.75
448,Sencha,UA,2021-01-11 01:41:29,50.2548,33.346,27.12,91,100,6.69
449,Isla Mujeres,MX,2021-01-11 01:41:29,21.2311,-86.731,73.0,68,75,6.91
450,Beidao,CN,2021-01-11 01:41:29,34.5686,105.8933,22.57,69,0,2.42
451,Codrington,AU,2021-01-11 01:41:29,-38.2667,141.9667,91.51,23,100,19.66
452,Lianzhou,CN,2021-01-11 01:41:29,24.7811,112.3825,44.11,53,93,10.56
453,Ryotsu,JP,2021-01-11 01:41:30,38.0833,138.4333,32.0,100,75,5.75
454,Shakiso,ET,2021-01-11 01:41:30,5.75,38.9167,60.12,54,68,2.17
455,Entre Rios,BR,2021-01-11 01:37:56,-11.9419,-38.0844,72.23,90,0,4.36
456,Curvelo,BR,2021-01-11 01:41:30,-18.7564,-44.4308,72.59,88,100,2.33
457,Lar,IN,2021-01-11 01:41:31,26.2039,83.9717,55.62,60,11,8.25
458,Jimma,ET,2021-01-11 01:41:31,7.6667,36.8333,56.84,76,54,0.98
459,Stabat,ID,2021-01-11 01:41:31,3.761,98.4513,77.0,100,40,3.44
460,Correntina,BR,2021-01-11 01:41:31,-13.3433,-44.6367,74.03,77,56,2.46
461,Khuzdar,PK,2021-01-11 01:41:31,27.7384,66.6434,39.85,52,0,3.71
462,Mersing,MY,2021-01-11 01:41:31,2.4312,103.8405,78.8,83,40,16.11
463,Concordia,AR,2021-01-11 01:41:32,-31.393,-58.0209,86.0,55,90,8.01
464,Klyuchi,RU,2021-01-11 01:41:32,52.2667,79.1667,19.9,94,100,10.02
465,Petropavl,KZ,2021-01-11 01:41:32,54.8753,69.1628,1.2,94,100,10.87
466,Torbay,CA,2021-01-11 01:41:32,47.6666,-52.7314,33.01,100,90,24.16
467,Chiang Khong,TH,2021-01-11 01:41:33,20.2613,100.4046,61.0,99,99,1.57
468,Necochea,AR,2021-01-11 01:41:06,-38.5473,-58.7368,73.26,45,100,9.4
469,Adre,TD,2021-01-11 01:41:33,13.4667,22.2,59.38,30,0,13.82
470,Karymskoye,RU,2021-01-11 01:41:33,51.6167,114.35,1.02,87,18,5.06
471,Tutoia,BR,2021-01-11 01:41:34,-2.7619,-42.2744,80.33,78,24,12.46
472,Takoradi,GH,2021-01-11 01:41:34,4.8845,-1.7554,78.39,88,0,8.79
473,Moron,AR,2021-01-11 01:41:34,-34.6534,-58.6198,82.0,77,0,3.0
474,Visby,SE,2021-01-11 01:41:34,57.6409,18.296,35.6,80,75,8.05
475,Sangar,RU,2021-01-11 01:41:35,63.9242,127.4739,-34.11,82,100,5.23
476,Kudahuvadhoo,MV,2021-01-11 01:41:35,2.6708,72.8944,81.12,71,82,11.86
477,Noyabrsk,RU,2021-01-11 01:41:35,63.1994,75.4507,-29.22,86,55,7.87
478,Jardim Do Serido,BR,2021-01-11 01:41:36,-6.5844,-36.7744,75.4,74,96,14.58
479,Ostrovnoy,RU,2021-01-11 01:41:36,68.0531,39.5131,6.22,93,19,12.41
480,Mandera,KE,2021-01-11 01:41:36,3.9366,41.867,73.49,48,7,5.95
481,Bella Vista,US,2021-01-11 01:41:13,36.4295,-94.2316,28.99,86,1,9.22
482,Cockburn Town,TC,2021-01-11 01:41:36,21.4612,-71.1419,77.0,78,40,11.5
483,Bataipora,BR,2021-01-11 01:41:37,-22.2953,-53.2711,75.87,84,100,1.81
484,Thomasville,US,2021-01-11 01:41:37,35.8826,-80.082,34.0,73,0,2.98
485,Nimaparha,IN,2021-01-11 01:41:37,20.0667,86.0167,71.6,94,20,3.24
486,Gizo,SB,2021-01-11 01:41:37,-8.103,156.8419,84.42,71,100,7.58
487,Phalaborwa,ZA,2021-01-11 01:41:38,-23.943,31.1411,71.6,88,3,9.22
488,Mitchell,US,2021-01-11 01:41:38,43.7094,-98.0298,30.2,80,1,8.05
489,Mount Gambier,AU,2021-01-11 01:36:51,-37.8333,140.7667,96.8,13,100,23.02
490,Atambua,ID,2021-01-11 01:41:39,-9.1061,124.8925,83.08,76,5,3.67
491,Yarada,IN,2021-01-11 01:41:39,17.65,83.2667,64.4,94,94,2.3
492,Taoudenni,ML,2021-01-11 01:41:39,22.6783,-3.9836,57.34,36,31,11.7
493,Sorong,ID,2021-01-11 01:41:39,-0.8833,131.25,84.97,65,100,2.3
494,Bernardino De Campos,BR,2021-01-11 01:41:40,-23.0131,-49.4742,69.46,97,100,9.24
495,Kieta,PG,2021-01-11 01:41:41,-6.2167,155.6333,85.53,68,100,4.03
496,Lubben,DE,2021-01-11 01:41:42,51.95,13.9,30.99,89,35,5.01
497,Mackenzie,CA,2021-01-11 01:41:42,55.2999,-123.1698,32.0,93,90,5.75
498,Jalu,LY,2021-01-11 01:41:43,29.0331,21.5482,62.19,47,34,8.81
499,Petropavlovsk-Kamchatskiy,RU,2021-01-11 01:41:43,53.0452,158.6483,6.8,66,12,8.95
500,Helong,CN,2021-01-11 01:41:43,42.5397,128.9972,12.18,75,96,3.49
501,Erdenet,MN,2021-01-11 01:41:44,49.0333,104.0833,-2.83,83,100,5.39
502,Savannah Bight,HN,2021-01-11 01:41:44,16.45,-85.85,73.0,97,99,15.28
503,Gallup,US,2021-01-11 01:37:29,35.5281,-108.7426,30.99,54,1,4.12
504,Tuymazy,RU,2021-01-11 01:41:44,54.6067,53.7097,0.43,92,66,7.11
505,Kaputa,ZM,2021-01-11 01:41:45,-8.4689,29.6619,67.91,77,100,2.77
506,Preobrazheniye,RU,2021-01-11 01:41:45,42.9019,133.9064,12.09,79,0,6.87
507,Nigran,ES,2021-01-11 01:41:45,42.1415,-8.8066,42.8,49,0,10.36
508,Tucurui,BR,2021-01-11 01:41:45,-3.7661,-49.6725,73.74,94,71,4.18
509,Soligalich,RU,2021-01-11 01:41:46,59.0778,42.2864,-4.58,91,79,5.06
510,Cap-Aux-Meules,CA,2021-01-11 01:41:46,47.3821,-61.8597,26.6,80,18,18.41
511,Techiman,GH,2021-01-11 01:41:46,7.5862,-1.9414,73.65,81,0,6.89
512,Kampong Chhnang,KH,2021-01-11 01:41:46,12.1667,104.55,74.82,63,37,11.32
513,Xinmin,CN,2021-01-11 01:41:47,41.9908,122.8253,14.0,57,100,6.71
514,Ostersund,SE,2021-01-11 01:41:47,63.1792,14.6357,12.2,92,100,9.22
515,Tezu,IN,2021-01-11 01:41:47,27.9167,96.1667,64.35,50,97,0.83
516,Pauini,BR,2021-01-11 01:41:47,-7.7136,-66.9764,73.98,93,100,2.73
517,Marfino,RU,2021-01-11 01:41:47,55.7028,37.3822,15.8,86,90,6.71
518,Tefe,BR,2021-01-11 01:41:48,-3.3542,-64.7114,75.13,91,83,1.5
519,Waingapu,ID,2021-01-11 01:41:48,-9.6567,120.2641,85.84,66,92,2.48
520,Gweta,BW,2021-01-11 01:41:48,-20.1833,25.2333,74.52,72,72,7.05
521,Prince Rupert,CA,2021-01-11 01:41:48,54.3161,-130.3201,44.6,87,90,19.57
522,Rodeo,US,2021-01-11 01:37:38,38.033,-122.2669,54.0,66,90,3.31
523,Sendenhorst,DE,2021-01-11 01:41:49,51.8333,7.8333,36.0,95,99,1.01
524,Santander,ES,2021-01-11 01:37:31,43.4647,-3.8044,46.99,61,75,9.22
525,Ruhengeri,RW,2021-01-11 01:41:49,-1.4998,29.635,58.71,86,100,1.19
526,Zyryanka,RU,2021-01-11 01:41:50,65.75,150.85,-33.36,84,93,0.81
527,Duluth,US,2021-01-11 01:41:50,46.7833,-92.1066,26.01,86,90,12.66
528,Coquimbo,CL,2021-01-11 01:41:06,-29.9533,-71.3436,59.0,88,0,5.75
529,Mago,RU,2021-01-11 01:41:50,53.2514,140.1822,-15.02,84,54,3.36
530,Iquitos,PE,2021-01-11 01:38:17,-3.7481,-73.2472,77.0,88,0,1.83
531,Pulaski,US,2021-01-11 01:41:51,34.7668,-92.3001,34.0,69,90,4.61
532,Christchurch,NZ,2021-01-11 01:41:03,-43.5333,172.6333,62.01,72,90,12.66
533,Camacha,PT,2021-01-11 01:41:51,33.0833,-16.3333,55.4,71,20,19.57
534,Punta De Piedra,VE,2021-01-11 01:41:51,7.6176,-71.4916,71.87,92,25,1.74
535,Peterongan,ID,2021-01-11 01:41:52,-7.5394,112.2792,77.0,100,40,2.3
536,Hofn,IS,2021-01-11 01:41:52,64.2539,-15.2082,24.49,86,0,19.8
537,Oistins,BB,2021-01-11 01:41:52,13.0667,-59.5333,78.8,69,40,25.32
538,Guanica,PR,2021-01-11 01:41:52,17.9716,-66.908,73.99,87,99,6.87
539,Port Macquarie,AU,2021-01-11 01:37:44,-31.4333,152.9167,82.0,48,60,1.99
540,West Wendover,US,2021-01-11 01:41:53,40.7391,-114.0733,30.2,69,20,4.61
541,Aasiaat,GL,2021-01-11 01:41:53,68.7098,-52.8699,20.73,96,100,12.24
542,Sola,VU,2021-01-11 01:41:53,-13.8833,167.55,84.11,73,35,9.22
543,Surt,LY,2021-01-11 01:41:54,31.2089,16.5887,70.09,32,0,24.05
544,Goderich,CA,2021-01-11 01:41:14,43.7501,-81.7165,30.2,74,99,8.05
545,Sioux Lookout,CA,2021-01-11 01:41:54,50.1001,-91.917,24.8,93,90,8.05
546,Susanville,US,2021-01-11 01:41:55,40.4163,-120.653,33.8,80,1,1.52
547,Pahrump,US,2021-01-11 01:39:20,36.2083,-115.9839,46.99,33,59,0.69
548,Bandarbeyla,SO,2021-01-11 01:41:55,9.4942,50.8122,71.19,71,92,20.22
549,Lendinara,IT,2021-01-11 01:41:55,45.0843,11.5997,33.01,83,0,5.12
550,Riyadh,SA,2021-01-11 01:41:56,24.6877,46.7219,53.6,58,0,3.44
551,Vestmanna,FO,2021-01-11 01:41:56,62.1564,-7.1664,30.2,69,90,12.66
